Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temperature_Difference,Mechanical_Power,Thermal_Load_Index,Torque_Speed_Interaction,Temperature_Ratio,Wear_Load_Index,Machine failure
M,297.3,308.4,1521,38.2,87,11.099999999999966,6084.4481559134965,67537.3745306396,58102.200000000004,1.0373360242179614,3323.4,0
H,297.3,308.4,1864,23.1,90,11.099999999999966,4509.065103844358,50050.622652672224,43058.4,1.0373360242179614,2079.0,0
L,297.3,308.3,1430,41.9,95,11.0,6274.4935675046545,69019.4292425512,59917.0,1.0369996636394214,3980.5,0
M,297.3,308.4,1686,34.5,97,11.099999999999966,6091.23399604525,67612.69735610207,58167.0,1.0373360242179614,3346.5,0
M,297.2,308.3,1326,57.2,100,11.100000000000023,7942.700210511858,88163.9723366818,75847.2,1.0373485868102288,5720.0,0
L,297.2,308.3,1805,25.6,103,11.100000000000023,4838.890444569238,53711.68393471865,46208.0,1.0373485868102288,2636.8,0
H,297.2,308.3,1453,45.8,105,11.100000000000023,6968.827431850046,77353.98449353567,66547.4,1.0373485868102288,4809.0,0
M,297.2,308.4,1863,26.0,110,11.199999999999989,5072.41549848608,56811.053583044035,48438.0,1.0376850605652759,2860.0,0
L,297.2,308.3,1576,35.3,113,11.100000000000023,5825.853192621008,64666.97043809332,55632.799999999996,1.0373485868102288,3988.8999999999996,0
L,297.2,308.3,1419,39.7,115,11.100000000000023,5899.31410083745,65482.386519295826,56334.3,1.0373485868102288,4565.5,0
L,297.2,308.4,1833,25.2,117,11.199999999999989,4837.173040585276,54176.33805455503,46191.6,1.0376850605652759,2948.4,0
H,297.2,308.4,2182,17.3,119,11.199999999999989,3953.024148109989,44273.87045883183,37748.6,1.0376850605652759,2058.7000000000003,0
L,297.2,308.3,1656,30.3,124,11.100000000000023,5254.502208688145,58324.97451643853,50176.8,1.0373485868102288,3757.2000000000003,0
L,297.1,308.2,1351,56.6,126,11.099999999999966,8007.563626832977,88883.95625784577,76466.6,1.0373611578593065,7131.6,0
H,297.1,308.2,1790,30.3,128,11.099999999999966,5679.6853584249875,63044.50747851717,54237.0,1.0373611578593065,3878.4,0
M,297.2,308.2,1678,28.1,133,11.0,4937.724949451174,54314.974443962914,47151.8,1.0370121130551817,3737.3,0
L,297.1,308.2,1427,45.2,136,11.099999999999966,6754.466093120103,74974.57363363291,64500.4,1.0373611578593065,6147.200000000001,0
L,297.0,308.1,1429,54.0,138,11.100000000000023,8080.804623563667,89696.93132155688,77166.0,1.0373737373737375,7452.0,0
H,297.2,308.1,1770,27.2,140,10.900000000000034,5041.6278904809,54953.74400624198,48144.0,1.0366756393001346,3808.0,0
L,297.2,308.1,1689,31.2,145,10.900000000000034,5518.395991589687,60150.51630832777,52696.799999999996,1.0366756393001346,4524.0,0
M,297.2,308.1,1554,41.3,147,10.900000000000034,6720.9348275307875,73258.18962008582,64180.2,1.0366756393001346,6071.099999999999,0
L,297.3,308.1,1506,36.0,150,10.800000000000011,5677.486243567474,61316.85143052878,54216.0,1.0363269424823411,5400.0,0
L,297.2,308.1,1474,44.3,152,10.900000000000034,6838.011513754567,74534.32549992502,65298.2,1.0366756393001346,6733.599999999999,0
L,297.3,308.1,1762,26.1,154,10.800000000000011,4815.873042393938,52011.42885785458,45988.200000000004,1.0363269424823411,4019.4,0
L,297.3,308.1,1566,35.7,156,10.800000000000011,5854.483573670723,63228.422595643875,55906.200000000004,1.0363269424823411,5569.200000000001,0
H,297.3,308.1,1554,42.4,158,10.800000000000011,6899.942776932334,74519.38199086928,65889.59999999999,1.0363269424823411,6699.2,0
L,297.2,308.0,1869,25.4,163,10.800000000000011,4971.319046893561,53690.245706450514,47472.6,1.0363391655450875,4140.2,0
L,297.3,308.0,1527,35.1,165,10.699999999999989,5612.738018976989,60056.29680305372,53597.700000000004,1.0359905819038009,5791.5,0
L,297.2,307.9,1309,49.6,167,10.699999999999989,6799.076708801078,72750.12078417146,64926.4,1.0360026917900402,8283.2,0
M,297.2,307.9,1541,35.7,169,10.699999999999989,5761.021192226427,61642.9267568227,55013.700000000004,1.0360026917900402,6033.3,0
L,297.2,307.9,1326,75.4,172,10.699999999999989,10469.923004765633,112028.17615099215,99980.40000000001,1.0360026917900402,12968.800000000001,1
H,297.1,307.9,1365,54.0,174,10.799999999999955,7718.893149870122,83364.04601859697,73710.0,1.036351396836082,9396.0,0
L,297.1,307.8,1428,43.7,179,10.699999999999989,6534.8897105852,69923.31990326157,62403.600000000006,1.0360148098283406,7822.3,0
L,297.1,307.8,1681,27.6,181,10.699999999999989,4858.535870629687,51986.3338157376,46395.600000000006,1.0360148098283406,4995.6,0
M,297.1,307.9,1662,26.9,183,10.799999999999955,4681.7898679387245,50563.330573738014,44707.799999999996,1.036351396836082,4922.7,0
L,297.2,307.9,1989,20.3,186,10.699999999999989,4228.238136539967,45242.1480609776,40376.700000000004,1.0360026917900402,3775.8,0
M,297.2,307.9,1747,29.0,188,10.699999999999989,5305.416953627323,56767.961403812296,50663.0,1.0360026917900402,5452.0,0
M,297.2,308.0,1765,31.1,191,10.800000000000011,5748.224438150804,62080.823932028754,54891.5,1.0363391655450875,5940.1,0
L,297.3,308.1,1568,34.4,194,10.800000000000011,5648.499815350352,61003.798005783865,53939.2,1.0363269424823411,6673.599999999999,0
M,297.3,308.1,1709,30.6,196,10.800000000000011,5476.361481884655,59144.70400435434,52295.4,1.0363269424823411,5997.6,0
M,297.3,308.1,1370,58.8,199,10.800000000000011,8435.804593419312,91106.68960892867,80556.0,1.0363269424823411,11701.199999999999,0
L,297.3,308.1,1458,45.7,202,10.800000000000011,6977.540115476003,75357.43324714091,66630.6,1.0363269424823411,9231.400000000001,0
L,297.2,308.1,1712,30.9,204,10.900000000000034,5539.758821634097,60383.37115581185,52900.799999999996,1.0366756393001346,6303.599999999999,0
L,297.3,308.1,1642,36.9,206,10.800000000000011,6344.949018749161,68525.44940249101,60589.799999999996,1.0363269424823411,7601.4,0
L,297.3,308.1,1468,49.8,0,10.800000000000011,7655.684305679894,82681.39050134295,73106.4,1.0363269424823411,0.0,0
H,297.3,308.1,1477,52.3,2,10.800000000000011,8089.297395703869,87364.41187360189,77247.09999999999,1.0363269424823411,104.6,0
L,297.3,308.2,1446,53.5,7,10.899999999999977,8101.224975812,88303.3522363506,77361.0,1.0366633030608812,374.5,0
H,297.3,308.2,1653,31.4,9,10.899999999999977,5435.395113681845,59245.806739131986,51904.2,1.0366633030608812,282.59999999999997,0
L,297.3,308.3,1494,38.2,14,11.0,5976.440200483079,65740.84220531386,57070.8,1.0369996636394214,534.8000000000001,0
L,297.3,308.2,1490,41.0,16,10.899999999999977,6397.329840260016,69730.89525883403,61090.0,1.0366633030608812,656.0,0
M,297.4,308.3,1550,47.8,18,10.900000000000034,7758.686656815593,84569.68455929022,74090.0,1.0366509751176867,860.4,0
M,297.3,308.2,1677,34.9,21,10.899999999999977,6128.964523814863,66805.71330958187,58527.299999999996,1.0366633030608812,732.9,0
L,297.4,308.3,1854,21.8,24,10.900000000000034,4232.479286622313,46134.02422418336,40417.200000000004,1.0366509751176867,523.2,0
M,297.5,308.5,1662,30.3,26,11.0,5273.540260168898,58008.94286185788,50358.6,1.0369747899159665,787.8000000000001,0
M,297.5,308.6,1440,38.8,29,11.100000000000023,5850.90215804563,64945.013954306625,55871.99999999999,1.037310924369748,1125.1999999999998,0
L,297.5,308.6,1513,39.7,32,11.100000000000023,6290.107282992996,69820.1908412224,60066.100000000006,1.037310924369748,1270.4,0
M,297.6,308.6,1389,49.0,34,11.0,7127.331253199164,78400.64378519081,68061.0,1.0369623655913978,1666.0,0
L,297.6,308.6,1351,51.0,37,11.0,7215.2958474996785,79368.25432249646,68901.0,1.0369623655913978,1887.0,0
M,297.6,308.6,1482,38.3,39,11.0,5943.9561324449605,65383.517456894566,56760.6,1.0369623655913978,1493.6999999999998,0
L,297.6,308.6,1744,28.5,42,11.0,5204.990708467569,57254.89779314326,49704.0,1.0369623655913978,1197.0,0
L,297.6,308.7,1476,39.0,44,11.099999999999966,6028.087983708096,66911.77661915966,57564.0,1.037298387096774,1716.0,0
M,297.6,308.6,1444,48.2,46,11.0,7288.578732132416,80174.36605345657,69600.8,1.0369623655913978,2217.2000000000003,0
H,297.6,308.7,1659,32.1,49,11.099999999999966,5576.73536716685,61901.762575551846,53253.9,1.037298387096774,1572.9,0
M,297.6,308.7,1475,46.6,54,11.099999999999966,7197.912368149814,79896.82728646269,68735.0,1.037298387096774,2516.4,0
L,297.6,308.6,1526,42.1,57,11.0,6727.678779760494,74004.46657736543,64244.6,1.0369623655913978,2399.7000000000003,0
M,297.4,308.4,1675,29.5,59,11.0,5174.464899850189,56919.11389835208,49412.5,1.0369872225958305,1740.5,0
L,297.4,308.4,1525,38.7,62,11.0,6180.298147774522,67983.27962551973,59017.50000000001,1.0369872225958305,2399.4,0
L,297.3,308.3,1396,45.9,64,11.0,6710.064916949367,73810.71408644304,64076.4,1.0369996636394214,2937.6,0
L,297.4,308.4,1580,41.2,66,11.0,6816.837179269373,74985.2089719631,65096.00000000001,1.0369872225958305,2719.2000000000003,0
L,297.4,308.5,1462,42.8,68,11.100000000000023,6552.692068955543,72734.88196540668,62573.6,1.0373234700739746,2910.3999999999996,0
L,297.4,308.4,1426,50.4,70,11.0,7526.250688351995,82788.75757187195,71870.4,1.0369872225958305,3528.0,0
L,297.4,308.5,1569,34.2,72,11.100000000000023,5619.24111576992,62373.57638504624,53659.8,1.0373234700739746,2462.4,0
L,297.4,308.5,1477,40.7,74,11.100000000000023,6295.112887287715,69875.75304889378,60113.9,1.0373234700739746,3011.8,0
L,297.4,308.5,1761,27.2,76,11.100000000000023,5015.992494427607,55677.516688146556,47899.2,1.0373234700739746,2067.2,0
M,297.5,308.6,1486,45.9,78,11.100000000000023,7142.662225348681,79283.55070137052,68207.4,1.037310924369748,3580.2,0
L,297.6,308.6,1664,30.1,81,11.0,5245.035542825327,57695.390971078596,50086.4,1.0369623655913978,2438.1,0
L,297.6,308.6,1576,32.7,83,11.0,5396.7535240426905,59364.288764469595,51535.200000000004,1.0369623655913978,2714.1000000000004,0
H,297.6,308.6,1463,46.7,85,11.0,7154.673581260908,78701.40939386998,68322.1,1.0369623655913978,3969.5000000000005,0
M,297.6,308.6,1585,42.0,90,11.0,6971.194098315751,76683.13508147326,66570.0,1.0369623655913978,3780.0,0
L,297.7,308.7,1479,45.7,93,11.0,7078.03966446434,77858.43630910774,67590.3,1.0369499496137051,4250.1,0
L,297.7,308.7,1449,40.2,95,11.0,6099.904791769159,67098.95270946075,58249.8,1.0369499496137051,3819.0000000000005,0
H,297.7,308.8,1404,50.3,97,11.100000000000023,7395.4347702565165,82089.3259498475,70621.2,1.037285858246557,4879.099999999999,0
L,297.7,308.7,1694,29.1,102,11.0,5162.202216525677,56784.22438178244,49295.4,1.0369499496137051,2968.2000000000003,0
L,297.7,308.7,1731,28.4,104,11.0,5148.065049584521,56628.71554542973,49160.399999999994,1.0369499496137051,2953.6,0
L,297.6,308.6,1522,37.0,106,11.0,5897.1882898085205,64869.07118789373,56314.0,1.0369623655913978,3922.0,0
L,297.5,308.5,1536,36.9,108,11.0,5935.348168574124,65288.829854315365,56678.399999999994,1.0369747899159665,3985.2,0
L,297.5,308.5,1373,39.9,110,11.0,5736.8309287937855,63105.14021673164,54782.7,1.0369747899159665,4389.0,0
L,297.5,308.5,1597,36.4,112,11.0,6087.443140909918,66961.8745500091,58130.799999999996,1.0369747899159665,4076.7999999999997,0
L,297.6,308.5,1678,34.2,114,10.899999999999977,6009.615418904988,65504.80806606423,57387.600000000006,1.0366263440860215,3898.8,0
L,297.6,308.5,1452,42.6,116,10.899999999999977,6477.461396877579,70604.32922596547,61855.200000000004,1.0366263440860215,4941.6,0
M,297.5,308.5,1447,41.6,118,11.0,6303.626603378944,69339.89263716839,60195.200000000004,1.0369747899159665,4908.8,0
L,297.6,308.5,1574,37.1,121,10.899999999999977,6115.1519881145805,66655.15667044879,58395.4,1.0366263440860215,4489.1,0
L,297.6,308.6,1528,40.0,123,11.0,6400.471432913605,70405.18576204966,61120.0,1.0369623655913978,4920.0,0
L,297.7,308.7,1688,27.2,125,11.0,4808.060948662011,52888.67043528212,45913.6,1.0369499496137051,3400.0,0
L,297.6,308.6,1393,40.4,127,11.0,5893.334602820117,64826.680631021285,56277.2,1.0369623655913978,5130.8,0
M,297.5,308.6,1429,50.5,129,11.100000000000023,7557.048768332688,83883.24132849301,72164.5,1.037310924369748,6514.5,0
M,297.5,308.6,1347,57.0,132,11.100000000000023,8040.278078332357,89247.08666948935,76779.0,1.037310924369748,7524.0,0
L,297.6,308.6,1553,40.5,135,11.0,6586.5060778836805,72451.56685672048,62896.5,1.0369623655913978,5467.5,0
L,297.5,308.6,1260,53.6,137,11.100000000000023,7072.353381761342,78503.12253755105,67536.0,1.037310924369748,7343.2,0
L,297.5,308.6,1546,33.8,139,11.100000000000023,5472.109859826797,60740.419444077575,52254.799999999996,1.037310924369748,4698.2,0
L,297.5,308.6,1596,36.0,141,11.100000000000023,6016.778250155172,66786.23857672255,57456.0,1.037310924369748,5076.0,0
L,297.5,308.5,1340,57.4,143,11.0,8054.624684783751,88600.87153262126,76916.0,1.0369747899159665,8208.199999999999,0
M,297.5,308.4,1369,54.8,145,10.899999999999977,7856.20169278302,85632.59845133474,75021.2,1.0366386554621847,7946.0,0
L,297.5,308.5,1462,52.3,148,11.0,8007.144747812496,88078.59222593745,76462.59999999999,1.0369747899159665,7740.4,0
H,297.4,308.4,1487,46.2,150,11.0,7194.184344867555,79136.02779354311,68699.40000000001,1.0369872225958305,6930.0,0
M,297.5,308.6,1510,35.5,155,11.100000000000023,5613.502473189362,62309.87745240204,53605.0,1.037310924369748,5502.5,0
H,297.5,308.5,1671,28.0,158,11.0,4899.627902538642,53895.90692792506,46788.0,1.0369747899159665,4424.0,0
M,297.5,308.5,1612,30.0,163,11.0,5064.247357586746,55706.720933454206,48360.0,1.0369747899159665,4890.0,0
M,297.6,308.6,1509,39.7,166,11.0,6273.477785879994,69008.25564467994,59907.3,1.0369623655913978,6590.200000000001,0
L,297.6,308.6,1415,47.3,169,11.0,7008.840850281268,77097.24935309395,66929.5,1.0369623655913978,7993.7,0
L,297.6,308.6,2384,14.4,171,11.0,3594.9873053558717,39544.860358914586,34329.6,1.0369623655913978,2462.4,0
L,297.6,308.6,1326,62.4,173,11.0,8664.763866012936,95312.4025261423,82742.4,1.0369623655913978,10795.199999999999,0
M,297.6,308.6,1390,53.4,175,11.0,7772.928543511866,85502.21397863053,74226.0,1.0369623655913978,9345.0,0
M,297.6,308.7,1392,41.2,178,11.099999999999966,6005.719844014536,66663.49026856115,57350.4,1.037298387096774,7333.6,0
H,297.6,308.8,1385,44.4,181,11.199999999999989,6439.636621328358,72123.93015887754,61494.0,1.0376344086021505,8036.4,0
L,297.7,308.8,1896,24.5,186,11.100000000000023,4864.442064818435,53995.30691948474,46452.0,1.037285858246557,4557.0,0
L,297.7,308.7,1474,46.8,188,11.0,7223.903811370514,79462.94192507565,68983.2,1.0369499496137051,8798.4,0
M,297.7,308.8,1388,45.6,190,11.100000000000023,6628.006516837602,73570.87233689753,63292.8,1.037285858246557,8664.0,0
L,297.7,308.9,1715,27.2,193,11.199999999999989,4884.967136821889,54711.6319324051,46648.0,1.0376217668794088,5249.599999999999,0
H,297.8,308.9,1650,32.2,195,11.099999999999966,5563.760589507524,61757.74254353333,53130.00000000001,1.037273337810611,6279.000000000001,0
L,297.8,308.9,1871,25.6,200,11.099999999999966,5015.824942819416,55675.65686529534,47897.600000000006,1.037273337810611,5120.0,1
L,297.8,309.0,1403,64.2,0,11.199999999999989,9432.380614991067,105642.66288789985,90072.6,1.0376091336467428,0.0,1
L,297.8,308.9,1518,40.4,2,11.099999999999966,6422.169366174398,71286.0799645356,61327.2,1.037273337810611,80.8,0
L,297.9,309.1,1504,43.0,4,11.200000000000045,6772.436003098637,75851.28323470504,64672.0,1.0375965088956027,172.0,0
L,297.8,309.0,1340,56.9,6,11.199999999999989,7984.462448853579,89425.97942716,76246.0,1.0376091336467428,341.4,0
H,297.9,309.1,1435,44.7,8,11.200000000000045,6717.196332273017,75232.59892145809,64144.50000000001,1.0375965088956027,357.6,0
L,297.9,309.1,1507,36.9,13,11.200000000000045,5823.287558620576,65220.82065655072,55608.299999999996,1.0375965088956027,479.7,0
L,297.9,309.1,1521,36.1,15,11.200000000000045,5749.96278608579,64399.58320416111,54908.1,1.0375965088956027,541.5,0
M,297.8,309.0,1576,45.0,17,11.199999999999989,7426.725033086271,83179.32037056614,70920.0,1.0376091336467428,765.0,0
L,297.9,309.1,1543,36.6,20,11.200000000000045,5913.922506676642,66235.93207477866,56473.8,1.0375965088956027,732.0,0
L,298.0,309.2,1665,36.6,22,11.199999999999989,6381.517157236946,71472.99216105373,60939.0,1.0375838926174497,805.2,0
L,297.9,309.1,1442,50.3,24,11.200000000000045,7595.596110192233,85070.67643415336,72532.59999999999,1.0375965088956027,1207.1999999999998,0
L,297.9,309.0,1629,29.0,26,11.100000000000023,4947.065951607847,54912.43206284721,47241.0,1.0372608257804634,754.0,0
L,297.9,309.0,1379,47.3,28,11.100000000000023,6830.524051263511,75818.81696902512,65226.7,1.0372608257804634,1324.3999999999999,0
L,297.9,309.0,1502,40.2,30,11.100000000000023,6323.020702027105,70185.52979250101,60380.4,1.0372608257804634,1206.0,0
L,297.9,309.1,1595,32.0,32,11.200000000000045,5344.896301307435,59862.838574643516,51040.0,1.0375965088956027,1024.0,0
M,298.0,309.0,1439,38.5,34,11.0,5801.631513261831,63817.94664588014,55401.5,1.0369127516778522,1309.0,0
M,297.9,309.0,1970,21.6,37,11.100000000000023,4456.035019851762,49461.98872035465,42552.0,1.0372608257804634,799.2,0
L,297.9,309.0,1562,35.8,40,11.100000000000023,5855.886818389326,65000.34368412165,55919.6,1.0372608257804634,1432.0,0
M,297.9,309.0,1530,40.9,42,11.100000000000023,6553.04811612295,72738.8340889649,62577.0,1.0372608257804634,1717.8,0
L,297.9,308.9,1393,40.6,45,11.0,5922.509526596454,65147.60479256099,56555.8,1.0369251426653239,1827.0,0
L,297.9,309.0,1532,37.6,47,11.100000000000023,6032.192998108786,66957.34227900766,57603.200000000004,1.0372608257804634,1767.2,0
L,298.0,308.9,1607,37.7,49,10.899999999999977,6344.331172193955,69153.20977691397,60583.9,1.0365771812080535,1847.3000000000002,0
M,297.9,308.8,1469,49.0,51,10.900000000000034,7537.832693268229,82162.37635662395,71981.0,1.0365894595501848,2499.0,0
M,297.9,308.8,1538,37.6,54,10.900000000000034,6055.817774863782,66008.41374601543,57828.8,1.0365894595501848,2030.4,0
L,297.9,308.8,1613,31.4,57,10.900000000000034,5303.8671012515515,57812.15140364209,50648.2,1.0365894595501848,1789.8,0
M,297.9,308.8,1602,32.1,59,10.900000000000034,5385.1296312244085,58697.912980346235,51424.200000000004,1.0365894595501848,1893.9,0
L,297.8,308.7,1404,44.2,62,10.899999999999977,6498.572899509702,70834.44460465561,62056.8,1.0366017461383479,2740.4,0
L,297.8,308.8,1548,36.9,64,11.0,5981.71807614111,65798.89883755222,57121.2,1.0369375419744795,2361.6,0
L,297.8,308.8,1559,35.2,66,11.0,5746.685057750546,63213.535635256005,54876.8,1.0369375419744795,2323.2000000000003,0
L,297.8,308.8,1621,36.1,68,11.0,6128.001102067763,67408.0121227454,58518.100000000006,1.0369375419744795,2454.8,0
L,297.8,308.8,1579,32.9,70,11.0,5440.0970306867175,59841.06733755389,51949.1,1.0369375419744795,2303.0,0
M,297.9,308.9,1547,44.0,72,11.0,7128.064291485001,78408.70720633502,68068.0,1.0369251426653239,3168.0,0
L,297.9,308.8,1386,48.6,75,10.900000000000034,7053.880816958234,76887.30090484499,67359.6,1.0365894595501848,3645.0,0
L,298.0,308.9,1406,40.9,77,10.899999999999977,6021.951406058083,65639.27032603297,57505.4,1.0365771812080535,3149.2999999999997,0
M,298.0,309.0,1393,55.9,79,11.0,8154.391195486251,89698.30315034876,77868.7,1.0369127516778522,4416.099999999999,0
M,297.9,309.0,2456,13.9,82,11.100000000000023,3574.964888176993,39682.110258764704,34138.4,1.0372608257804634,1139.8,0
M,298.0,309.0,1409,49.1,85,11.0,7244.711626712791,79691.8278938407,69181.90000000001,1.0369127516778522,4173.5,0
L,298.0,308.9,1390,53.9,88,10.899999999999977,7845.70877332003,85518.22562918815,74921.0,1.0365771812080535,4743.2,0
L,298.0,309.0,1679,32.4,90,11.0,5696.712790607444,62663.84069668188,54399.6,1.0369127516778522,2916.0,0
